climatic_year,date,value
2000,1/5/1900 15:00,0
2000,1/5/1900 16:00,0
2000,1/5/1900 17:00,0
2000,1/5/1900 18:00,0
2000,1/5/1900 19:00,0
2000,1/5/1900 20:00,0
2000,1/5/1900 21:00,0
2000,1/5/1900 22:00,0
2000,1/5/1900 23:00,0
2000,1/6/1900 0:00,0
2000,1/6/1900 1:00,0
2000,1/6/1900 2:00,0
2000,1/6/1900 3:00,0
2000,1/6/1900 4:00,0
2000,1/6/1900 5:00,0
2000,1/6/1900 6:00,0
2000,1/6/1900 7:00,0
2000,1/6/1900 8:00,0
2000,1/6/1900 9:00,0.01
2000,1/6/1900 10:00,0.02
2000,1/6/1900 11:00,0.03
2000,1/6/1900 12:00,0.03
2000,1/6/1900 13:00,0.01
2000,1/6/1900 14:00,0
2000,1/6/1900 15:00,0
2000,1/6/1900 16:00,0
2000,1/6/1900 17:00,0
2000,1/6/1900 18:00,0
2000,1/6/1900 19:00,0
2000,1/6/1900 20:00,0
2000,1/6/1900 21:00,0
2000,1/6/1900 22:00,0
2000,1/6/1900 23:00,0
2000,1/7/1900 0:00,0
2000,1/7/1900 1:00,0
2000,1/7/1900 2:00,0
2000,1/7/1900 3:00,0
2000,1/7/1900 4:00,0
2000,1/7/1900 5:00,0
2000,1/7/1900 6:00,0
2000,1/7/1900 7:00,0
2000,1/7/1900 8:00,0
2000,1/7/1900 9:00,0.05
2000,1/7/1900 10:00,0.09
2000,1/7/1900 11:00,0.1
2000,1/7/1900 12:00,0.08
2000,1/7/1900 13:00,0.04
2000,1/7/1900 14:00,0.01
2000,1/7/1900 15:00,0
2000,1/7/1900 16:00,0
2000,1/7/1900 17:00,0
2000,1/7/1900 18:00,0
2000,1/7/1900 19:00,0
2000,1/7/1900 20:00,0
2000,1/7/1900 21:00,0
2000,1/7/1900 22:00,0
2000,1/7/1900 23:00,0
2000,1/8/1900 0:00,0
2000,1/8/1900 1:00,0
2000,1/8/1900 2:00,0
2000,1/8/1900 3:00,0
2000,1/8/1900 4:00,0
2000,1/8/1900 5:00,0
2000,1/8/1900 6:00,0
2000,1/8/1900 7:00,0
2000,1/8/1900 8:00,0
2000,1/8/1900 9:00,0
2000,1/8/1900 10:00,0.04
2000,1/8/1900 11:00,0.08
2000,1/8/1900 12:00,0.09
2000,1/8/1900 13:00,0.05
2000,1/8/1900 14:00,0.01
2000,1/8/1900 15:00,0
2000,1/8/1900 16:00,0
2000,1/8/1900 17:00,0
2000,1/8/1900 18:00,0
2000,1/8/1900 19:00,0
2000,1/8/1900 20:00,0
2000,1/8/1900 21:00,0
2000,1/8/1900 22:00,0
2000,1/8/1900 23:00,0
2000,1/9/1900 0:00,0
2000,1/9/1900 1:00,0
2000,1/9/1900 2:00,0
2000,1/9/1900 3:00,0
2000,1/9/1900 4:00,0
2000,1/9/1900 5:00,0
2000,1/9/1900 6:00,0
2000,1/9/1900 7:00,0
2000,1/9/1900 8:00,0
2000,1/9/1900 9:00,0.06
2000,1/9/1900 10:00,0.13
2000,1/9/1900 11:00,0.16
2000,1/9/1900 12:00,0.14
2000,1/9/1900 13:00,0.08
2000,1/9/1900 14:00,0.03
2000,1/9/1900 15:00,0
2000,1/9/1900 16:00,0
2000,1/9/1900 17:00,0
2000,1/9/1900 18:00,0
2000,1/9/1900 19:00,0
2000,1/9/1900 20:00,0
2000,1/9/1900 21:00,0
2000,1/9/1900 22:00,0
2000,1/9/1900 23:00,0
2000,1/10/1900 0:00,0
2000,1/10/1900 1:00,0
2000,1/10/1900 2:00,0
2000,1/10/1900 3:00,0
2000,1/10/1900 4:00,0
2000,1/10/1900 5:00,0
2000,1/10/1900 6:00,0
2000,1/10/1900 7:00,0
2000,1/10/1900 8:00,0
2000,1/10/1900 9:00,0.09
2000,1/10/1900 10:00,0.17
2000,1/10/1900 11:00,0.19
2000,1/10/1900 12:00,0.16
2000,1/10/1900 13:00,0.1
2000,1/10/1900 14:00,0.03
2000,1/10/1900 15:00,0
2000,1/10/1900 16:00,0
2000,1/10/1900 17:00,0
2000,1/10/1900 18:00,0
2000,1/10/1900 19:00,0
2000,1/10/1900 20:00,0
2000,1/10/1900 21:00,0
2000,1/10/1900 22:00,0
2000,1/10/1900 23:00,0
2000,1/11/1900 0:00,0
2000,1/11/1900 1:00,0
2000,1/11/1900 2:00,0
2000,1/11/1900 3:00,0
2000,1/11/1900 4:00,0
2000,1/11/1900 5:00,0
2000,1/11/1900 6:00,0
2000,1/11/1900 7:00,0
2000,1/11/1900 8:00,0
2000,1/11/1900 9:00,0
2000,1/11/1900 10:00,0.04
2000,1/11/1900 11:00,0.06
2000,1/11/1900 12:00,0.06
2000,1/11/1900 13:00,0.02
2000,1/11/1900 14:00,0
2000,1/11/1900 15:00,0
2000,1/11/1900 16:00,0
2000,1/11/1900 17:00,0
2000,1/11/1900 18:00,0
2000,1/11/1900 19:00,0
2000,1/11/1900 20:00,0
2000,1/11/1900 21:00,0
2000,1/11/1900 22:00,0
2000,1/11/1900 23:00,0
2000,1/12/1900 0:00,0
2000,1/12/1900 1:00,0
2000,1/12/1900 2:00,0
2000,1/12/1900 3:00,0
2000,1/12/1900 4:00,0
2000,1/12/1900 5:00,0
2000,1/12/1900 6:00,0
2000,1/12/1900 7:00,0
2000,1/12/1900 8:00,0
2000,1/12/1900 9:00,0
2000,1/12/1900 10:00,0.03
2000,1/12/1900 11:00,0.05
2000,1/12/1900 12:00,0.04
2000,1/12/1900 13:00,0.02
2000,1/12/1900 14:00,0
2000,1/12/1900 15:00,0
2000,1/12/1900 16:00,0
2000,1/12/1900 17:00,0
2000,1/12/1900 18:00,0
2000,1/12/1900 19:00,0
2000,1/12/1900 20:00,0
2000,1/12/1900 21:00,0
2000,1/12/1900 22:00,0
2000,1/12/1900 23:00,0
2000,1/13/1900 0:00,0
2000,1/13/1900 1:00,0
2000,1/13/1900 2:00,0
2000,1/13/1900 3:00,0
2000,1/13/1900 4:00,0
2000,1/13/1900 5:00,0
2000,1/13/1900 6:00,0
2000,1/13/1900 7:00,0
2000,1/13/1900 8:00,0
2000,1/13/1900 9:00,0.01
2000,1/13/1900 10:00,0.04
2000,1/13/1900 11:00,0.06
2000,1/13/1900 12:00,0.05
2000,1/13/1900 13:00,0.03
2000,1/13/1900 14:00,0.01
2000,1/13/1900 15:00,0
2000,1/13/1900 16:00,0
2000,1/13/1900 17:00,0
2000,1/13/1900 18:00,0
2000,1/13/1900 19:00,0
2000,1/13/1900 20:00,0
2000,1/13/1900 21:00,0
2000,1/13/1900 22:00,0
2000,1/13/1900 23:00,0
2000,1/14/1900 0:00,0
2000,1/14/1900 1:00,0
2000,1/14/1900 2:00,0
2000,1/14/1900 3:00,0
2000,1/14/1900 4:00,0
2000,1/14/1900 5:00,0
2000,1/14/1900 6:00,0
2000,1/14/1900 7:00,0
2000,1/14/1900 8:00,0
2000,1/14/1900 9:00,0.01
2000,1/14/1900 10:00,0.07
2000,1/14/1900 11:00,0.09
2000,1/14/1900 12:00,0.09
2000,1/14/1900 13:00,0.05
2000,1/14/1900 14:00,0.01
2000,1/14/1900 15:00,0
2000,1/14/1900 16:00,0
2000,1/14/1900 17:00,0
2000,1/14/1900 18:00,0
2000,1/14/1900 19:00,0
2000,1/14/1900 20:00,0
2000,1/14/1900 21:00,0
2000,1/14/1900 22:00,0
2000,1/14/1900 23:00,0
2000,1/15/1900 0:00,0
2000,1/15/1900 1:00,0
2000,1/15/1900 2:00,0
2000,1/15/1900 3:00,0
2000,1/15/1900 4:00,0
2000,1/15/1900 5:00,0
2000,1/15/1900 6:00,0
2000,1/15/1900 7:00,0
2000,1/15/1900 8:00,0
2000,1/15/1900 9:00,0.06
2000,1/15/1900 10:00,0.13
2000,1/15/1900 11:00,0.17
2000,1/15/1900 12:00,0.16
2000,1/15/1900 13:00,0.11
2000,1/15/1900 14:00,0.05
2000,1/15/1900 15:00,0
2000,1/15/1900 16:00,0
2000,1/15/1900 17:00,0
2000,1/15/1900 18:00,0
2000,1/15/1900 19:00,0
2000,1/15/1900 20:00,0
2000,1/15/1900 21:00,0
2000,1/15/1900 22:00,0
2000,1/15/1900 23:00,0
2000,1/16/1900 0:00,0
2000,1/16/1900 1:00,0
2000,1/16/1900 2:00,0
2000,1/16/1900 3:00,0
2000,1/16/1900 4:00,0
2000,1/16/1900 5:00,0
2000,1/16/1900 6:00,0
2000,1/16/1900 7:00,0
2000,1/16/1900 8:00,0
2000,1/16/1900 9:00,0.03
2000,1/16/1900 10:00,0.06
2000,1/16/1900 11:00,0.07
2000,1/16/1900 12:00,0.06
2000,1/16/1900 13:00,0.04
2000,1/16/1900 14:00,0.01
2000,1/16/1900 15:00,0
2000,1/16/1900 16:00,0
2000,1/16/1900 17:00,0
2000,1/16/1900 18:00,0
2000,1/16/1900 19:00,0
2000,1/16/1900 20:00,0
2000,1/16/1900 21:00,0
2000,1/16/1900 22:00,0
2000,1/16/1900 23:00,0
2000,1/17/1900 0:00,0
2000,1/17/1900 1:00,0
2000,1/17/1900 2:00,0
2000,1/17/1900 3:00,0
2000,1/17/1900 4:00,0
2000,1/17/1900 5:00,0
2000,1/17/1900 6:00,0
2000,1/17/1900 7:00,0
2000,1/17/1900 8:00,0
2000,1/17/1900 9:00,0.1
2000,1/17/1900 10:00,0.18
2000,1/17/1900 11:00,0.22
2000,1/17/1900 12:00,0.2
2000,1/17/1900 13:00,0.13
2000,1/17/1900 14:00,0.05
2000,1/17/1900 15:00,0
2000,1/17/1900 16:00,0
2000,1/17/1900 17:00,0
2000,1/17/1900 18:00,0
2000,1/17/1900 19:00,0
2000,1/17/1900 20:00,0
2000,1/17/1900 21:00,0
2000,1/17/1900 22:00,0
2000,1/17/1900 23:00,0
2000,1/18/1900 0:00,0
2000,1/18/1900 1:00,0
2000,1/18/1900 2:00,0
2000,1/18/1900 3:00,0
2000,1/18/1900 4:00,0
2000,1/18/1900 5:00,0
2000,1/18/1900 6:00,0
2000,1/18/1900 7:00,0
2000,1/18/1900 8:00,0.01
2000,1/18/1900 9:00,0.09
2000,1/18/1900 10:00,0.17
2000,1/18/1900 11:00,0.21
2000,1/18/1900 12:00,0.2
2000,1/18/1900 13:00,0.16
2000,1/18/1900 14:00,0.08
2000,1/18/1900 15:00,0
2000,1/18/1900 16:00,0
2000,1/18/1900 17:00,0
2000,1/18/1900 18:00,0
2000,1/18/1900 19:00,0
2000,1/18/1900 20:00,0
2000,1/18/1900 21:00,0
2000,1/18/1900 22:00,0
2000,1/18/1900 23:00,0
2000,1/19/1900 0:00,0
2000,1/19/1900 1:00,0
2000,1/19/1900 2:00,0
2000,1/19/1900 3:00,0
2000,1/19/1900 4:00,0
2000,1/19/1900 5:00,0
2000,1/19/1900 6:00,0
2000,1/19/1900 7:00,0
2000,1/19/1900 8:00,0.01
2000,1/19/1900 9:00,0.13
2000,1/19/1900 10:00,0.21
2000,1/19/1900 11:00,0.24
2000,1/19/1900 12:00,0.22
2000,1/19/1900 13:00,0.16
2000,1/19/1900 14:00,0.08
2000,1/19/1900 15:00,0
2000,1/19/1900 16:00,0
2000,1/19/1900 17:00,0
2000,1/19/1900 18:00,0
2000,1/19/1900 19:00,0
2000,1/19/1900 20:00,0
2000,1/19/1900 21:00,0
2000,1/19/1900 22:00,0
2000,1/19/1900 23:00,0
2000,1/20/1900 0:00,0
2000,1/20/1900 1:00,0
2000,1/20/1900 2:00,0
2000,1/20/1900 3:00,0
2000,1/20/1900 4:00,0
2000,1/20/1900 5:00,0
2000,1/20/1900 6:00,0
2000,1/20/1900 7:00,0
2000,1/20/1900 8:00,0.01
2000,1/20/1900 9:00,0.08
2000,1/20/1900 10:00,0.14
2000,1/20/1900 11:00,0.17
2000,1/20/1900 12:00,0.18
2000,1/20/1900 13:00,0.13
2000,1/20/1900 14:00,0.05
2000,1/20/1900 15:00,0
2000,1/20/1900 16:00,0
2000,1/20/1900 17:00,0
2000,1/20/1900 18:00,0
2000,1/20/1900 19:00,0
2000,1/20/1900 20:00,0
2000,1/20/1900 21:00,0
2000,1/20/1900 22:00,0
2000,1/20/1900 23:00,0
2000,1/21/1900 0:00,0
2000,1/21/1900 1:00,0
2000,1/21/1900 2:00,0
2000,1/21/1900 3:00,0
2000,1/21/1900 4:00,0
2000,1/21/1900 5:00,0
2000,1/21/1900 6:00,0
2000,1/21/1900 7:00,0
2000,1/21/1900 8:00,0.02
2000,1/21/1900 9:00,0.14
2000,1/21/1900 10:00,0.26
2000,1/21/1900 11:00,0.31
2000,1/21/1900 12:00,0.3
2000,1/21/1900 13:00,0.22
2000,1/21/1900 14:00,0.09
2000,1/21/1900 15:00,0
2000,1/21/1900 16:00,0
2000,1/21/1900 17:00,0
2000,1/21/1900 18:00,0
2000,1/21/1900 19:00,0
2000,1/21/1900 20:00,0
2000,1/21/1900 21:00,0
2000,1/21/1900 22:00,0
2000,1/21/1900 23:00,0
2000,1/22/1900 0:00,0
2000,1/22/1900 1:00,0
2000,1/22/1900 2:00,0
2000,1/22/1900 3:00,0
2000,1/22/1900 4:00,0
2000,1/22/1900 5:00,0
2000,1/22/1900 6:00,0
2000,1/22/1900 7:00,0
2000,1/22/1900 8:00,0.01
2000,1/22/1900 9:00,0.07
2000,1/22/1900 10:00,0.14
2000,1/22/1900 11:00,0.18
2000,1/22/1900 12:00,0.18
2000,1/22/1900 13:00,0.13
2000,1/22/1900 14:00,0.06
2000,1/22/1900 15:00,0
2000,1/22/1900 16:00,0
2000,1/22/1900 17:00,0
2000,1/22/1900 18:00,0
2000,1/22/1900 19:00,0
2000,1/22/1900 20:00,0
2000,1/22/1900 21:00,0
2000,1/22/1900 22:00,0
2000,1/22/1900 23:00,0
2000,1/23/1900 0:00,0
2000,1/23/1900 1:00,0
2000,1/23/1900 2:00,0
2000,1/23/1900 3:00,0
2000,1/23/1900 4:00,0
2000,1/23/1900 5:00,0
2000,1/23/1900 6:00,0
2000,1/23/1900 7:00,0
2000,1/23/1900 8:00,0.02
2000,1/23/1900 9:00,0.14
2000,1/23/1900 10:00,0.23
2000,1/23/1900 11:00,0.26
2000,1/23/1900 12:00,0.24
2000,1/23/1900 13:00,0.16
2000,1/23/1900 14:00,0.06
2000,1/23/1900 15:00,0
2000,1/23/1900 16:00,0
2000,1/23/1900 17:00,0
2000,1/23/1900 18:00,0
2000,1/23/1900 19:00,0
2000,1/23/1900 20:00,0
2000,1/23/1900 21:00,0
2000,1/23/1900 22:00,0
2000,1/23/1900 23:00,0
2000,1/24/1900 0:00,0
2000,1/24/1900 1:00,0
2000,1/24/1900 2:00,0
2000,1/24/1900 3:00,0
2000,1/24/1900 4:00,0
2000,1/24/1900 5:00,0
2000,1/24/1900 6:00,0
2000,1/24/1900 7:00,0
2000,1/24/1900 8:00,0.03
2000,1/24/1900 9:00,0.12
2000,1/24/1900 10:00,0.17
2000,1/24/1900 11:00,0.19
2000,1/24/1900 12:00,0.18
2000,1/24/1900 13:00,0.13
2000,1/24/1900 14:00,0.06
2000,1/24/1900 15:00,0
2000,1/24/1900 16:00,0
2000,1/24/1900 17:00,0
2000,1/24/1900 18:00,0
2000,1/24/1900 19:00,0
2000,1/24/1900 20:00,0
2000,1/24/1900 21:00,0
2000,1/24/1900 22:00,0
2000,1/24/1900 23:00,0
2000,1/25/1900 0:00,0
2000,1/25/1900 1:00,0
2000,1/25/1900 2:00,0
2000,1/25/1900 3:00,0
2000,1/25/1900 4:00,0
2000,1/25/1900 5:00,0
2000,1/25/1900 6:00,0
2000,1/25/1900 7:00,0
2000,1/25/1900 8:00,0.01
2000,1/25/1900 9:00,0.06
2000,1/25/1900 10:00,0.11
2000,1/25/1900 11:00,0.14
2000,1/25/1900 12:00,0.14
2000,1/25/1900 13:00,0.12
2000,1/25/1900 14:00,0.06
2000,1/25/1900 15:00,0
2000,1/25/1900 16:00,0
2000,1/25/1900 17:00,0
2000,1/25/1900 18:00,0
2000,1/25/1900 19:00,0
2000,1/25/1900 20:00,0
2000,1/25/1900 21:00,0
2000,1/25/1900 22:00,0
2000,1/25/1900 23:00,0
2000,1/26/1900 0:00,0
2000,1/26/1900 1:00,0
2000,1/26/1900 2:00,0
2000,1/26/1900 3:00,0
2000,1/26/1900 4:00,0
2000,1/26/1900 5:00,0
2000,1/26/1900 6:00,0
2000,1/26/1900 7:00,0
2000,1/26/1900 8:00,0.01
2000,1/26/1900 9:00,0.09
2000,1/26/1900 10:00,0.15
2000,1/26/1900 11:00,0.18
2000,1/26/1900 12:00,0.16
2000,1/26/1900 13:00,0.12
2000,1/26/1900 14:00,0.05
2000,1/26/1900 15:00,0
2000,1/26/1900 16:00,0
2000,1/26/1900 17:00,0
2000,1/26/1900 18:00,0
2000,1/26/1900 19:00,0
2000,1/26/1900 20:00,0
2000,1/26/1900 21:00,0
2000,1/26/1900 22:00,0
2000,1/26/1900 23:00,0
2000,1/27/1900 0:00,0
2000,1/27/1900 1:00,0
2000,1/27/1900 2:00,0
2000,1/27/1900 3:00,0
2000,1/27/1900 4:00,0
2000,1/27/1900 5:00,0
2000,1/27/1900 6:00,0
2000,1/27/1900 7:00,0
2000,1/27/1900 8:00,0.01
2000,1/27/1900 9:00,0.06
2000,1/27/1900 10:00,0.09
2000,1/27/1900 11:00,0.11
2000,1/27/1900 12:00,0.1
2000,1/27/1900 13:00,0.06
2000,1/27/1900 14:00,0.02
2000,1/27/1900 15:00,0
2000,1/27/1900 16:00,0
2000,1/27/1900 17:00,0
2000,1/27/1900 18:00,0
2000,1/27/1900 19:00,0
2000,1/27/1900 20:00,0
2000,1/27/1900 21:00,0
2000,1/27/1900 22:00,0
2000,1/27/1900 23:00,0
2000,1/28/1900 0:00,0
2000,1/28/1900 1:00,0
2000,1/28/1900 2:00,0
2000,1/28/1900 3:00,0
2000,1/28/1900 4:00,0
2000,1/28/1900 5:00,0
2000,1/28/1900 6:00,0
2000,1/28/1900 7:00,0
2000,1/28/1900 8:00,0.01
2000,1/28/1900 9:00,0.09
2000,1/28/1900 10:00,0.14
2000,1/28/1900 11:00,0.15
2000,1/28/1900 12:00,0.13
2000,1/28/1900 13:00,0.09
2000,1/28/1900 14:00,0.03
2000,1/28/1900 15:00,0
2000,1/28/1900 16:00,0
2000,1/28/1900 17:00,0
2000,1/28/1900 18:00,0
2000,1/28/1900 19:00,0
2000,1/28/1900 20:00,0
2000,1/28/1900 21:00,0
2000,1/28/1900 22:00,0
2000,1/28/1900 23:00,0
2000,1/29/1900 0:00,0
2000,1/29/1900 1:00,0
2000,1/29/1900 2:00,0
2000,1/29/1900 3:00,0
2000,1/29/1900 4:00,0
2000,1/29/1900 5:00,0
2000,1/29/1900 6:00,0
2000,1/29/1900 7:00,0
2000,1/29/1900 8:00,0
2000,1/29/1900 9:00,0.01
2000,1/29/1900 10:00,0.01
2000,1/29/1900 11:00,0.02
2000,1/29/1900 12:00,0.03
2000,1/29/1900 13:00,0.04
2000,1/29/1900 14:00,0.03
2000,1/29/1900 15:00,0.01
2000,1/29/1900 16:00,0
2000,1/29/1900 17:00,0
2000,1/29/1900 18:00,0
2000,1/29/1900 19:00,0
2000,1/29/1900 20:00,0
2000,1/29/1900 21:00,0
2000,1/29/1900 22:00,0
2000,1/29/1900 23:00,0
2000,1/30/1900 0:00,0
2000,1/30/1900 1:00,0
2000,1/30/1900 2:00,0
2000,1/30/1900 3:00,0
2000,1/30/1900 4:00,0
2000,1/30/1900 5:00,0
2000,1/30/1900 6:00,0
2000,1/30/1900 7:00,0
2000,1/30/1900 8:00,0.03
2000,1/30/1900 9:00,0.14
2000,1/30/1900 10:00,0.24
2000,1/30/1900 11:00,0.3
2000,1/30/1900 12:00,0.3
2000,1/30/1900 13:00,0.25
2000,1/30/1900 14:00,0.15
2000,1/30/1900 15:00,0.03
2000,1/30/1900 16:00,0
2000,1/30/1900 17:00,0
2000,1/30/1900 18:00,0
2000,1/30/1900 19:00,0
2000,1/30/1900 20:00,0
2000,1/30/1900 21:00,0
2000,1/30/1900 22:00,0
2000,1/30/1900 23:00,0
2000,1/31/1900 0:00,0
2000,1/31/1900 1:00,0
2000,1/31/1900 2:00,0
2000,1/31/1900 3:00,0
2000,1/31/1900 4:00,0
2000,1/31/1900 5:00,0
2000,1/31/1900 6:00,0
2000,1/31/1900 7:00,0
2000,1/31/1900 8:00,0.04
2000,1/31/1900 9:00,0.14
2000,1/31/1900 10:00,0.2
2000,1/31/1900 11:00,0.23
2000,1/31/1900 12:00,0.21
2000,1/31/1900 13:00,0.16
2000,1/31/1900 14:00,0.09
2000,1/31/1900 15:00,0.02
2000,1/31/1900 16:00,0
2000,1/31/1900 17:00,0
2000,1/31/1900 18:00,0
2000,1/31/1900 19:00,0
2000,1/31/1900 20:00,0
2000,1/31/1900 21:00,0
2000,1/31/1900 22:00,0
2000,1/31/1900 23:00,0
2000,2/1/1900 0:00,0
2000,2/1/1900 1:00,0
2000,2/1/1900 2:00,0
2000,2/1/1900 3:00,0
2000,2/1/1900 4:00,0
2000,2/1/1900 5:00,0
2000,2/1/1900 6:00,0
2000,2/1/1900 7:00,0
2000,2/1/1900 8:00,0.03
2000,2/1/1900 9:00,0.12
2000,2/1/1900 10:00,0.17
2000,2/1/1900 11:00,0.18
2000,2/1/1900 12:00,0.15
2000,2/1/1900 13:00,0.09
2000,2/1/1900 14:00,0.02
2000,2/1/1900 15:00,0
2000,2/1/1900 16:00,0
2000,2/1/1900 17:00,0
2000,2/1/1900 18:00,0
2000,2/1/1900 19:00,0
2000,2/1/1900 20:00,0
2000,2/1/1900 21:00,0
2000,2/1/1900 22:00,0
2000,2/1/1900 23:00,0
2000,2/2/1900 0:00,0
2000,2/2/1900 1:00,0
2000,2/2/1900 2:00,0
2000,2/2/1900 3:00,0
2000,2/2/1900 4:00,0
2000,2/2/1900 5:00,0
2000,2/2/1900 6:00,0
2000,2/2/1900 7:00,0
2000,2/2/1900 8:00,0.04
2000,2/2/1900 9:00,0.13
2000,2/2/1900 10:00,0.19
2000,2/2/1900 11:00,0.21
2000,2/2/1900 12:00,0.18
2000,2/2/1900 13:00,0.14
2000,2/2/1900 14:00,0.08
2000,2/2/1900 15:00,0.02
2000,2/2/1900 16:00,0
2000,2/2/1900 17:00,0
2000,2/2/1900 18:00,0
2000,2/2/1900 19:00,0
2000,2/2/1900 20:00,0
2000,2/2/1900 21:00,0
2000,2/2/1900 22:00,0
2000,2/2/1900 23:00,0
2000,2/3/1900 0:00,0
2000,2/3/1900 1:00,0
2000,2/3/1900 2:00,0
2000,2/3/1900 3:00,0
2000,2/3/1900 4:00,0
2000,2/3/1900 5:00,0
2000,2/3/1900 6:00,0
2000,2/3/1900 7:00,0
2000,2/3/1900 8:00,0.07
2000,2/3/1900 9:00,0.22
2000,2/3/1900 10:00,0.32
2000,2/3/1900 11:00,0.38
2000,2/3/1900 12:00,0.37
2000,2/3/1900 13:00,0.3
2000,2/3/1900 14:00,0.18
2000,2/3/1900 15:00,0.05
2000,2/3/1900 16:00,0
2000,2/3/1900 17:00,0
2000,2/3/1900 18:00,0
2000,2/3/1900 19:00,0
2000,2/3/1900 20:00,0
2000,2/3/1900 21:00,0
2000,2/3/1900 22:00,0
2000,2/3/1900 23:00,0
2000,2/4/1900 0:00,0
2000,2/4/1900 1:00,0
2000,2/4/1900 2:00,0
2000,2/4/1900 3:00,0
2000,2/4/1900 4:00,0
2000,2/4/1900 5:00,0
2000,2/4/1900 6:00,0
2000,2/4/1900 7:00,0
2000,2/4/1900 8:00,0.01
2000,2/4/1900 9:00,0.06
2000,2/4/1900 10:00,0.09
2000,2/4/1900 11:00,0.11
2000,2/4/1900 12:00,0.12
2000,2/4/1900 13:00,0.09
2000,2/4/1900 14:00,0.05
2000,2/4/1900 15:00,0
2000,2/4/1900 16:00,0
2000,2/4/1900 17:00,0
2000,2/4/1900 18:00,0
2000,2/4/1900 19:00,0
2000,2/4/1900 20:00,0
2000,2/4/1900 21:00,0
2000,2/4/1900 22:00,0
2000,2/4/1900 23:00,0
2000,2/5/1900 0:00,0
2000,2/5/1900 1:00,0
2000,2/5/1900 2:00,0
2000,2/5/1900 3:00,0
2000,2/5/1900 4:00,0
